Workout Start,Workout End,Exercise,Weight,Reps,Notes,Kcal,Distance,Duration,Category,Name
2022-06-08 20:46,2022-06-08 22:09,"Flat Chest Press (Technogym)",30.0,16,"Do the machine machine not the free weights one ",,,,Chest,"PUSH"
2022-06-08 20:46,2022-06-08 22:09,"Flat Chest Press (Technogym)",30.0,13,"",,,,Chest,"PUSH"
2022-06-08 20:46,2022-06-08 22:09,"Flat Chest Press (Technogym)",35.0,10,"",,,,Chest,"PUSH"
2022-06-08 20:46,2022-06-08 22:09,"Incline Dumbbell Press (30°)",10.0,15,"",,,,Chest,"PUSH"
2022-06-08 20:46,2022-06-08 22:09,"Incline Dumbbell Press (30°)",14.0,13,"",,,,Chest,"PUSH"
2022-06-08 20:46,2022-06-08 22:09,"Incline Dumbbell Press (30°)",14.0,10,"",,,,Chest,"PUSH"
2022-06-08 20:46,2022-06-08 22:09,"High Cable Flies",6.25,20,"",,,,Chest,"PUSH"
2022-06-08 20:46,2022-06-08 22:09,"High Cable Flies",8.75,13,"",,,,Chest,"PUSH"
2022-06-08 20:46,2022-06-08 22:09,"High Cable Flies",7.5,12,"",,,,Chest,"PUSH"
2022-06-08 20:46,2022-06-08 22:09,"Overhead Rope Extensions",10.0,20,"",,,,Triceps,"PUSH"
2022-06-08 20:46,2022-06-08 22:09,"Overhead Rope Extensions",13.75,15,"",,,,Triceps,"PUSH"
2022-06-08 20:46,2022-06-08 22:09,"Overhead Rope Extensions",13.75,10,"",,,,Triceps,"PUSH"
2022-06-08 20:46,2022-06-08 22:09,"Tricep Pushdowns",13.75,12,"Triangle",,,,Triceps,"PUSH"
2022-06-08 20:46,2022-06-08 22:09,"Tricep Pushdowns",12.5,14,"",,,,Triceps,"PUSH"
2022-06-08 20:46,2022-06-08 22:09,"Tricep Pushdowns",12.5,14,"",,,,Triceps,"PUSH"
2022-06-08 20:46,2022-06-08 22:09,"Shoulder Dumbbell Press",8.0,9,"",,,,Shoulders,"PUSH"
2022-06-08 20:46,2022-06-08 22:09,"Shoulder Dumbbell Press",8.0,8,"",,,,Shoulders,"PUSH"
2022-06-08 20:46,2022-06-08 22:09,"Shoulder Dumbbell Press",8.0,7,"",,,,Shoulders,"PUSH"
2022-06-08 20:46,2022-06-08 22:09,"Lateral Cable Raises",2.5,18,"Light plastic d handles",,,,Shoulders,"PUSH"
2022-06-08 20:46,2022-06-08 22:09,"Lateral Cable Raises",2.5,17,"",,,,Shoulders,"PUSH"
2022-06-08 20:46,2022-06-08 22:09,"Lateral Cable Raises",2.5,15,"",,,,Shoulders,"PUSH"
2022-06-08 20:46,2022-06-08 22:09,"Running",,,"",,1500.0,600,Cardio,"PUSH"
2022-06-06 20:45,2022-06-06 22:10,"Romanian Deadlifts (RDLs)",40.0,12,"",,,,Legs,"PULL - Better Gym Bath "
2022-06-06 20:45,2022-06-06 22:10,"Romanian Deadlifts (RDLs)",40.0,12,"",,,,Legs,"PULL - Better Gym Bath "
2022-06-06 20:45,2022-06-06 22:10,"High Cable Row",10.0,15,"D handle",,,,Back,"PULL - Better Gym Bath "
2022-06-06 20:45,2022-06-06 22:10,"High Cable Row",10.0,15,"D handle",,,,Back,"PULL - Better Gym Bath "
2022-06-06 20:45,2022-06-06 22:10,"High Cable Row",10.0,15,"D handle",,,,Back,"PULL - Better Gym Bath "
2022-06-06 20:45,2022-06-06 22:10,"Low Row (Technogym Machine, Lat Focused)",11.0,15,"",,,,Back,"PULL - Better Gym Bath "
2022-06-06 20:45,2022-06-06 22:10,"Low Row (Technogym Machine, Lat Focused)",11.0,15,"",,,,Back,"PULL - Better Gym Bath "
2022-06-06 20:45,2022-06-06 22:10,"Low Row (Technogym Machine, Lat Focused)",11.0,15,"",,,,Back,"PULL - Better Gym Bath "
2022-06-06 20:45,2022-06-06 22:10,"Mid Row (Lat, Technogym)",30.0,15,"",,,,Back,"PULL - Better Gym Bath "
2022-06-06 20:45,2022-06-06 22:10,"Mid Row (Lat, Technogym)",35.0,15,"",,,,Back,"PULL - Better Gym Bath "
2022-06-06 20:45,2022-06-06 22:10,"Mid Row (Lat, Technogym)",35.0,15,"",,,,Back,"PULL - Better Gym Bath "
2022-06-06 20:45,2022-06-06 22:10,"Lateral Pulldowns",35.0,15,"",,,,Back,"PULL - Better Gym Bath "
2022-06-06 20:45,2022-06-06 22:10,"Lateral Pulldowns",35.0,15,"",,,,Back,"PULL - Better Gym Bath "
2022-06-06 20:45,2022-06-06 22:10,"Lateral Pulldowns",35.0,15,"",,,,Back,"PULL - Better Gym Bath "
2022-06-06 20:45,2022-06-06 22:10,"Incline Dumbbell Curls",4.0,15,"",,,,Biceps,"PULL - Better Gym Bath "
2022-06-06 20:45,2022-06-06 22:10,"Incline Dumbbell Curls",4.0,15,"",,,,Biceps,"PULL - Better Gym Bath "
2022-06-06 20:45,2022-06-06 22:10,"Incline Dumbbell Curls",4.0,15,"",,,,Biceps,"PULL - Better Gym Bath "
2022-06-06 20:45,2022-06-06 22:10,"Decline Dumbbell Curls",4.0,15,"",,,,Biceps,"PULL - Better Gym Bath "
2022-06-06 20:45,2022-06-06 22:10,"Decline Dumbbell Curls",4.0,15,"",,,,Biceps,"PULL - Better Gym Bath "
2022-06-06 20:45,2022-06-06 22:10,"Decline Dumbbell Curls",4.0,15,"",,,,Biceps,"PULL - Better Gym Bath "
2022-06-06 20:45,2022-06-06 22:10,"Rope Hammer Curls",5.0,12,"",,,,Biceps,"PULL - Better Gym Bath "
2022-06-06 20:45,2022-06-06 22:10,"Rope Hammer Curls",5.0,12,"",,,,Biceps,"PULL - Better Gym Bath "
2022-06-06 20:45,2022-06-06 22:10,"Rope Hammer Curls",5.0,12,"",,,,Biceps,"PULL - Better Gym Bath "
2022-06-06 20:45,2022-06-06 22:10,"Rear Delt Flys",1.25,15,"",,,,Shoulders,"PULL - Better Gym Bath "
2022-06-06 20:45,2022-06-06 22:10,"Rear Delt Flys",1.25,15,"",,,,Shoulders,"PULL - Better Gym Bath "
2022-06-06 20:45,2022-06-06 22:10,"Rear Delt Flys",1.25,15,"",,,,Shoulders,"PULL - Better Gym Bath "
2022-06-06 20:45,2022-06-06 22:10,"Running",,,"",,500.0,300,Cardio,"PULL - Better Gym Bath "
